,objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes,num_turbines_in_project,end_commission_date,datetime
3733,3734,Ontario,Goshen Wind Energy,102.0,GOS48,48/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2458065664434,-81.7727019738984,,63,2015,2015-01-01
3734,3735,Ontario,Goshen Wind Energy,102.0,GOS49,49/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2472482489739,-81.7629786407252,,63,2015,2015-01-01
3735,3736,Ontario,Goshen Wind Energy,102.0,GOS50,50/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2508569049489,-81.7700037509643,,63,2015,2015-01-01
3736,3737,Ontario,Goshen Wind Energy,102.0,GOS51,51/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2545044631635,-81.7642434615109,,63,2015,2015-01-01
3737,3738,Ontario,Goshen Wind Energy,102.0,GOS52,52/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2615291715229,-81.7628024362075,,63,2015,2015-01-01
3738,3739,Ontario,Goshen Wind Energy,102.0,GOS53,53/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.265581539729,-81.7588917765085,,63,2015,2015-01-01
3739,3740,Ontario,Goshen Wind Energy,102.0,GOS54,54/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2982035308788,-81.6143045533462,,63,2015,2015-01-01
3740,3741,Ontario,Goshen Wind Energy,102.0,GOS55,55/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2939831960818,-81.6412868587731,,63,2015,2015-01-01
3741,3742,Ontario,Goshen Wind Energy,102.0,GOS56,56/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2914110888175,-81.6587843554624,,63,2015,2015-01-01
3742,3743,Ontario,Goshen Wind Energy,102.0,GOS57,57/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2974966018593,-81.6677272736673,,63,2015,2015-01-01
3743,3744,Ontario,Goshen Wind Energy,102.0,GOS58,58/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.30208000107,-81.6616067033208,,63,2015,2015-01-01
3744,3745,Ontario,Goshen Wind Energy,102.0,GOS59,59/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3063245438471,-81.6637851424994,,63,2015,2015-01-01
3745,3746,Ontario,Goshen Wind Energy,102.0,GOS60,60/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3120761067211,-81.6469785354955,,63,2015,2015-01-01
3746,3747,Ontario,Goshen Wind Energy,102.0,GOS61,61/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3174022971843,-81.6435433312577,,63,2015,2015-01-01
3747,3748,Ontario,Goshen Wind Energy,102.0,GOS62,62/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3074957926786,-81.6702395363087,,63,2015,2015-01-01
3748,3749,Ontario,Goshen Wind Energy,102.0,GOS63,63/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3124920857158,-81.67142068562529,,63,2015,2015-01-01
3749,3750,Ontario,Goulais Wind Farm,25.3,GWF1,1/11,2300.0,113.0,98.5,Siemens,SWT 2.3-113,2015,46.6553261380209,-84.3791269687695,,11,2015,2015-01-01
3750,3751,Ontario,Goulais Wind Farm,25.3,GWF2,2/11,2300.0,113.0,98.5,Siemens,SWT 2.3-113,2015,46.6606906031343,-84.3823574365257,,11,2015,2015-01-01
3751,3752,Ontario,Goulais Wind Farm,25.3,GWF3,3/11,2300.0,113.0,98.5,Siemens,SWT 2.3-113,2015,46.6627815575749,-84.3782462329073,,11,2015,2015-01-01
3752,3753,Ontario,Goulais Wind Farm,25.3,GWF4,4/11,2300.0,113.0,98.5,Siemens,SWT 2.3-113,2015,46.6665298253491,-84.3762565562656,,11,2015,2015-01-01
3753,3754,Ontario,Goulais Wind Farm,25.3,GWF5,5/11,2300.0,113.0,98.5,Siemens,SWT 2.3-113,2015,46.6666695949417,-84.3716467876946,,11,2015,2015-01-01
3754,3755,Ontario,Goulais Wind Farm,25.3,GWF6,6/11,2300.0,113.0,98.5,Siemens,SWT 2.3-113,2015,46.6678032204762,-84.3670301256563,,11,2015,2015-01-01
3755,3756,Ontario,Goulais Wind Farm,25.3,GWF7,7/11,2300.0,113.0,98.5,Siemens,SWT 2.3-113,2015,46.6720366234496,-84.3666914911127,,11,2015,2015-01-01
3756,3757,Ontario,Goulais Wind Farm,25.3,GWF8,8/11,2300.0,113.0,98.5,Siemens,SWT 2.3-113,2015,46.6747819895975,-84.3663695326579,,11,2015,2015-01-01
3757,3758,Ontario,Goulais Wind Farm,25.3,GWF9,9/11,2300.0,113.0,98.5,Siemens,SWT 2.3-113,2015,46.6776972357204,-84.3677724462557,,11,2015,2015-01-01
3758,3759,Ontario,Goulais Wind Farm,25.3,GWF10,10/11,2300.0,113.0,98.5,Siemens,SWT 2.3-113,2015,46.6635727394842,-84.3613228827463,,11,2015,2015-01-01
3759,3760,Ontario,Goulais Wind Farm,25.3,GWF11,11/11,2300.0,113.0,98.5,Siemens,SWT 2.3-113,2015,46.6632831097096,-84.3535910942468,,11,2015,2015-01-01
3760,3761,Ontario,Grand Valley,59.86,GVA10,10/25,2648.0,113.0,99.5,Siemens,SWT 3.2-113,2015,44.0127272146675,-80.4242801941633,,25,2015,2015-01-01
3761,3762,Ontario,Grand Valley,59.86,GVA11,11/25,2648.0,113.0,99.5,Siemens,SWT 3.2-113,2015,44.0080449608314,-80.4240003765501,,25,2015,2015-01-01
3762,3763,Ontario,Grand Valley,59.86,GVA12,12/25,2483.0,113.0,99.5,Siemens,SWT 3.2-113,2015,44.0056809475485,-80.3991208556549,,25,2015,2015-01-01
3763,3764,Ontario,Grand Valley,59.86,GVA13,13/25,2483.0,113.0,99.5,Siemens,SWT 3.2-113,2015,44.0013636859695,-80.397830367141,,25,2015,2015-01-01
3764,3765,Ontario,Grand Valley,59.86,GVA14,14/25,2483.0,113.0,99.5,Siemens,SWT 3.2-113,2015,43.9811475364011,-80.3402757484725,,25,2015,2015-01-01
3765,3766,Ontario,Grand Valley,59.86,GVA15,15/25,2483.0,113.0,99.5,Siemens,SWT 3.2-113,2015,43.9834097709721,-80.3255154120036,,25,2015,2015-01-01
3766,3767,Ontario,Grand Valley,59.86,GVA16,16/25,2483.0,113.0,99.5,Siemens,SWT 3.2-113,2015,43.9788426314124,-80.3247797471995,,25,2015,2015-01-01
3767,3768,Ontario,Grand Valley,59.86,GVA17,17/25,2483.0,113.0,99.5,Siemens,SWT 3.2-113,2015,43.9799727080705,-80.3104229642677,,25,2015,2015-01-01
3768,3769,Ontario,Grand Valley,59.86,GVA18,18/25,2483.0,113.0,99.5,Siemens,SWT 3.2-113,2015,43.891082434395,-80.3720523042923,,25,2015,2015-01-01
3769,3770,Ontario,Grand Valley,59.86,GVA19,19/25,2483.0,113.0,99.5,Siemens,SWT 3.2-113,2015,43.8953513632513,-80.3751674639452,,25,2015,2015-01-01
3770,3771,Ontario,Grand Valley,59.86,GVA20,20/25,2483.0,113.0,99.5,Siemens,SWT 3.2-113,2015,43.8950452577004,-80.368196560096,,25,2015,2015-01-01
3771,3772,Ontario,Grand Valley,59.86,GVA21,21/25,2483.0,113.0,99.5,Siemens,SWT 3.2-113,2015,43.9061929399823,-80.3668866265439,,25,2015,2015-01-01
3772,3773,Ontario,Grand Valley,59.86,GVA22,22/25,2483.0,113.0,99.5,Siemens,SWT 3.2-113,2015,43.9080965723331,-80.3583242710906,,25,2015,2015-01-01
3773,3774,Ontario,Grand Valley,59.86,GVA23,23/25,2483.0,113.0,99.5,Siemens,SWT 3.2-113,2015,43.9217401520294,-80.3570578492139,,25,2015,2015-01-01
3774,3775,Ontario,Grand Valley,59.86,GVA24,24/25,2483.0,113.0,99.5,Siemens,SWT 3.2-113,2015,43.9290794165226,-80.343552522255,,25,2015,2015-01-01
3775,3776,Ontario,Grand Valley,59.86,GVA25,25/25,2483.0,113.0,99.5,Siemens,SWT 3.2-113,2015,43.9232839977279,-80.3412338624107,,25,2015,2015-01-01
3776,3777,Ontario,K2 Wind Power Facility,269.96,KII1,1/140,1824.0,101.0,99.5,Siemens,SWT 2.3-101,2015,43.8367807963692,-81.6766635639864,,140,2015,2015-01-01
3777,3778,Ontario,K2 Wind Power Facility,269.96,KII2,2/140,1824.0,101.0,99.5,Siemens,SWT 2.3-101,2015,43.8358136052654,-81.6726821019972,,140,2015,2015-01-01
3778,3779,Ontario,K2 Wind Power Facility,269.96,KII3,3/140,1824.0,101.0,99.5,Siemens,SWT 2.3-101,2015,43.8286090719576,-81.6504181525978,,140,2015,2015-01-01
3779,3780,Ontario,K2 Wind Power Facility,269.96,KII4,4/140,1824.0,101.0,99.5,Siemens,SWT 2.3-101,2015,43.8297403472297,-81.6463242283797,,140,2015,2015-01-01
3780,3781,Ontario,K2 Wind Power Facility,269.96,KII5,5/140,1824.0,101.0,99.5,Siemens,SWT 2.3-101,2015,43.827757341117,-81.6431238328508,,140,2015,2015-01-01
3781,3782,Ontario,K2 Wind Power Facility,269.96,KII6,6/140,1824.0,101.0,99.5,Siemens,SWT 2.3-101,2015,43.8328590251111,-81.6319105423396,,140,2015,2015-01-01
3782,3783,Ontario,K2 Wind Power Facility,269.96,KII7,7/140,1824.0,101.0,99.5,Siemens,SWT 2.3-101,2015,43.8297329117214,-81.633206869718,,140,2015,2015-01-01
3783,3784,Ontario,K2 Wind Power Facility,269.96,KII8,8/140,1824.0,101.0,99.5,Siemens,SWT 2.3-101,2015,43.8296213784206,-81.6292584471894,,140,2015,2015-01-01
3784,3785,Ontario,K2 Wind Power Facility,269.96,KII9,9/140,1824.0,101.0,99.5,Siemens,SWT 2.3-101,2015,43.8260959605281,-81.6288959624369,,140,2015,2015-01-01
3785,3786,Ontario,K2 Wind Power Facility,269.96,KII10,10/140,1824.0,101.0,99.5,Siemens,SWT 2.3-101,2015,43.8183322078753,-81.6189015644106,,140,2015,2015-01-01
3786,3787,Ontario,K2 Wind Power Facility,269.96,KII11,11/140,1824.0,101.0,99.5,Siemens,SWT 2.3-101,2015,43.8146548601997,-81.6209275035912,,140,2015,2015-01-01
3787,3788,Ontario,K2 Wind Power Facility,269.96,KII12,12/140,1824.0,101.0,99.5,Siemens,SWT 2.3-101,2015,43.861120653353,-81.6654633049234,,140,2015,2015-01-01
3788,3789,Ontario,K2 Wind Power Facility,269.96,KII13,13/140,1824.0,101.0,99.5,Siemens,SWT 2.3-101,2015,43.8536525569462,-81.6472100363682,,140,2015,2015-01-01
3789,3790,Ontario,K2 Wind Power Facility,269.96,KII14,14/140,1824.0,101.0,99.5,Siemens,SWT 2.3-101,2015,43.8550011846308,-81.6437911603405,,140,2015,2015-01-01
3790,3791,Ontario,K2 Wind Power Facility,269.96,KII15,15/140,1824.0,101.0,99.5,Siemens,SWT 2.3-101,2015,43.8505561017732,-81.6429253053933,,140,2015,2015-01-01
